,X,Y,label
0,0.48526527754592286,0.605826968475805,d
1,0.4987100690994215,0.6331397308066066,d
2,0.49445655723193804,0.6566909597454273,d
3,0.4836380787692609,0.6482265035354398,d
4,0.4953700227034856,0.6403165934185692,d
5,0.4921200373694796,0.6612363685007898,d
6,0.4984158898538158,0.6488599652178944,d
7,0.4810055035011144,0.6101268962549321,d
8,0.49069991333202123,0.6121767568314995,d
9,0.575308107120472,0.7336621606390895,d
10,0.5828361604107413,0.7256248905379555,d
11,0.4571230583730962,0.6505752007160204,d
12,0.4907953751785229,0.6296471436033058,d
13,0.46182309801112376,0.6430053442760147,d
14,0.46330694632762714,0.600758703517245,d
15,0.44229215853298354,0.5866691689395724,d
16,0.4982316292978378,0.6458937322520164,d
17,0.48440465373298824,0.5865004733139936,d
18,0.47778530122257046,0.6433540457721991,d
19,0.46840737992957393,0.6530356589036405,d
20,0.49179286682639534,0.6442497134773962,d
21,0.49179286682639534,0.653480129535396,d
22,0.4635309728745798,0.6345702225078503,d
23,0.4918105174421239,0.6372104820455275,d
24,0.49805526776247633,0.698136964360077,d
25,0.4488763092650092,0.5887201832210598,d
26,0.4641978482897382,0.6163064444608127,d
27,0.45581141023673644,0.6514725696810941,d
28,0.4469122038101011,0.654721045047316,d
29,0.4628844347026121,0.6509408911395811,d
30,0.465476743038161,0.6485043205395457,d
31,0.48839992718031755,0.6467349838870495,d
32,0.47239481185326015,0.6174515102909675,d
33,0.46097385773716015,0.6231442196246586,d
34,0.46204562919081316,0.6478031312084978,d
35,0.5719901707383419,0.7097040489371955,d
36,0.494638372471783,0.6222216343263114,d
37,0.49437740792810914,0.6409688928298731,d
38,0.4923366779901358,0.6445887198126009,d
39,0.49514880885396995,0.6660676288801657,d
40,0.5222560194779153,0.6823958877906598,d
41,0.4908924595882871,0.6014378817822184,d
42,0.5866930302399818,0.7357905516885476,d
43,0.4956070854830954,0.6538363296974257,d
44,0.4783539740399415,0.6283406231654696,d
45,0.498604725561941,0.6601447988603429,d
46,0.46488053987300526,0.6590361660440935,d
47,0.4810219292027218,0.6569434662345164,d
48,0.45583034188114524,0.6396499345973219,d
49,0.49819948417436843,0.6668832118304258,d
50,0.4995408681488198,0.5929973857541169,d
51,0.4840503851613045,0.5956409497866966,d
52,0.5113917473882121,0.642331413474821,d
53,0.4990682316477073,0.6590198644666073,d
54,0.4990682316477073,0.6571925436904226,d
55,0.49922533771310107,0.6117446746870341,d
56,0.4817272036294499,0.6352463528616183,d
57,0.4838815995155191,0.6050314218558461,d
58,0.47092502349018783,0.6384511726004409,d
59,0.4883633231602217,0.6207212167453869,d
60,0.4822203808995559,0.6212974628847722,d
61,0.4822203808995559,0.6376859444698217,d
62,0.46564307616456657,0.6511565120195053,d
63,0.4932274342517019,0.6645011961368025,d
64,0.4786531194694187,0.646642060698833,d
65,0.4657267727692982,0.6076782772861383,d
66,0.5722929267183445,0.6934056370237931,d
67,0.4893150493954289,0.60036398418909,d
68,0.49996175539773446,0.6684185796091195,d
69,0.4834477981145252,0.6492563580174759,d
70,0.48853816959046026,0.6539340935231773,d
71,0.49476740604983427,0.641497253017999,d
72,0.488580036341827,0.5476873973346563,d
73,0.4892213817732214,0.6235173417374191,d
74,0.5591561406163797,0.7249284079654932,d
75,0.49470361665589757,0.606793042395787,d
76,0.4956262080719013,0.6189391292721041,d
77,0.4708747925870349,0.6378479393578084,d
78,0.4877037588009888,0.6303233777920312,d
79,0.4858904062492737,0.6399908071716789,d
80,0.47605784314439115,0.6015070030887424,d
81,0.39131119917815294,0.5697931772100195,d
82,0.4624683320888533,0.5865990840129488,d
83,0.4568598577055213,0.6307085774138965,d
84,0.45462910891759667,0.6118787166997397,d
85,0.4484715407334743,0.5881929847318703,d
86,0.39312525933330267,0.5697267176990153,d
87,0.4693401424663326,0.5858591397519846,d
88,0.4990913572958672,0.6399357674708412,d
89,0.5872078527054663,0.7251739757938843,d
90,0.40345587475786815,0.5648702316567313,d
91,0.4687436953701337,0.6140674295059536,d
92,0.4903666840005213,0.6666862751088404,d
93,0.4936439289491992,0.6650699953840227,d
94,0.467885504537367,0.6334872764104039,d
95,0.49550732649694673,0.6245723863885858,d
96,0.4806831406631963,0.6018386700702489,d
97,0.49859359532298564,0.6405150750273776,d
98,0.48639840374246957,0.6437658915274379,d
99,0.4991413380939894,0.6711733006663356,d
100,0.4991413380939894,0.6743290211700412,d
101,0.4991413380939894,0.6521054427753626,d
102,0.4999146510345236,0.6521054427753626,d
103,0.4722306870100359,0.6255941186922807,d
104,0.49939193293742423,0.6454910706670832,d
105,0.4248379532220321,0.5632177165547907,d
106,0.4987100690994215,0.6505920266216251,d
107,0.4991898630213264,0.6423669828816254,d
108,0.49588257314858486,0.6613615421624428,d
109,0.47493564291699875,0.6427922158197055,d
110,0.571066558661451,0.6982805076912559,d
111,0.4949005575229076,0.6831628370134506,d
112,0.49053248367337066,0.6481176099901454,d
113,0.48819695287432574,0.6411762024338163,d
114,0.47716588208096833,0.6426263884195427,d
115,0.49477599355400725,0.6959007078528603,d
116,0.46903833990537946,0.6335402043003406,d
117,0.4781071284842058,0.6094220881022379,d
118,0.4940484837034028,0.6650695835849231,d
119,0.48853914177089264,0.6309987791554097,d
120,0.481749921827224,0.6354203753116712,d
121,0.4748641815340836,0.626572096553651,d
122,0.48798860541887934,0.6388222254876676,d
123,0.4706159274620656,0.5292575760176239,d
124,0.5139951348951914,0.6322027501047229,d
125,0.48028367418673135,0.6216555366659097,d
126,0.4943746373806793,0.6391279421732787,d
127,0.4943746373806793,0.6714916598876384,d
128,0.4943746373806793,0.6407176464277899,d
129,0.466154923425096,0.6006494316649482,d
130,0.4900691189216363,0.6552857815923625,d
131,0.5045695614261714,0.6644422853879592,d
132,0.49236680317804293,0.6644874852293428,d
133,0.47201369841352303,0.6282986725423507,d
134,0.49004970125695757,0.6675560118567512,d
135,0.5388320444639182,0.621329406107598,d
136,0.46983067797508216,0.5972256304435717,d
137,0.49454814774449896,0.6635069624018146,d
138,0.4576016093317583,0.6366730712010276,d
139,0.5787991246236803,0.705650264194873,d
140,0.4597823707482871,0.620471085868543,d
141,0.49649160546964977,0.6602094163680586,d
142,0.49649160546964977,0.6764342719665901,d
143,0.4978695685142407,0.6364997391125837,d
144,0.48427501524640215,0.6056774896045184,d
145,0.47642922246509756,0.6160501056235992,d
146,0.4961001597660255,0.5837298623998701,d
147,0.5638740302848966,0.6856732641557286,d
148,0.4987100690994215,0.6580795783484028,d
149,0.4904096624555213,0.6617670669091739,d
150,0.48385355480194536,0.6369371710775432,d
151,0.5841657141459327,0.6861817974714477,d
152,0.49533949331315774,0.697928009963205,d
153,0.4750841468705773,0.6445407597421944,d
154,0.4748247506995841,0.5879316798802476,d
155,0.5002223670896397,0.6572993480112698,d
156,0.5002223670896397,0.6579911729647477,d
157,0.4734139149337815,0.6388774376736084,d
158,0.4968360866133049,0.6425273927409962,d
159,0.49314515379835844,0.6290458030506448,d
160,0.5715837145400517,0.6997567692967391,d
161,0.49375903319014824,0.6582332399698627,d
162,0.4941140898009876,0.6485802408049255,d
163,0.4941140898009876,0.6465194781243762,d
164,0.499478386082561,0.6196996443596685,d
165,0.4967102093609109,0.6551058215301946,d
166,0.4915498387123254,0.6606576140260805,d
167,0.470507397036805,0.6548414450156477,d
168,0.4140321459126366,0.5680662623582218,d
169,0.4664978244819725,0.647441085185394,d
170,0.4991306752862058,0.6455737097900927,d
171,0.5751641143626106,0.7133030718698619,d
172,0.4961647830968726,0.6378601448626475,d
173,0.48563707218621044,0.6218296214917862,d
174,0.49755436044523604,0.6164779422226411,d
175,0.49930992346276404,0.6310782024638937,d
176,0.5057231841336653,0.5995573309139319,d
177,0.49666576757258074,0.6257298617562443,d
178,0.4795229687509297,0.6037738502394427,d
179,0.4885399537558881,0.6267553967725652,d
180,0.48844157100825425,0.6551950507985431,d
181,0.48186914013165605,0.6011964086459265,d
182,0.48634521989893176,0.6086579610400418,d
183,0.48764535443241563,0.6106298339927494,d
184,0.4973558174512437,0.6012305374347457,d
185,0.582584292369763,0.7346239800576206,d
186,0.484405026300183,0.6092350515307825,d
187,0.5720118661580801,0.7177838153133458,d
188,0.5720118661580801,0.7337030063582426,d
189,0.49758172406403645,0.6305396392529223,d
190,0.48462285391226667,0.6534632689439677,d
191,0.5832429651607791,0.7138326131736039,d
192,0.4912866596695189,0.5929501066967799,d
193,0.5865974379035828,0.7149982501021516,d
194,0.49366677241725565,0.6373898653038446,d
195,0.4922223849306957,0.5982202946282515,d
196,0.44787727545426514,0.6323386785770211,d
197,0.5737763934683711,0.7151833967292397,d
198,0.44274944125163185,0.647852818792078,d
199,0.4743936733794296,0.6585604853322098,d
200,0.4743936733794296,0.641724297239965,d
201,0.4625880602253589,0.6643457580749658,d
202,0.4795579847143341,0.5932621018986466,d
203,0.4795579847143341,0.5797870453148907,d
204,0.48642161149536756,0.5806283187194714,d
205,0.48880881120350517,0.6739902775616688,d
206,0.49191019004445924,0.7062675263599969,d
207,0.4581723698808826,0.6281071995954804,d
208,0.4627455823269614,0.6246449566787545,d
209,0.5945423748099898,0.6971445890811134,d
210,0.4580169814581051,0.6334839000941661,d
211,0.47611855234870315,0.6161934222200419,d
212,0.5840710400436752,0.7110545311678966,d
213,0.47076948241764327,0.6269677010143668,d
214,0.522226751121345,0.6713733862280499,d
215,0.5815853275270045,0.7161030709879515,d
216,0.5206885897740627,0.6661473613095557,d
217,0.5771102012737056,0.7292555381271022,d
