,X,Y,label
0,0.4987100690994215,0.7077268283544718,d
1,0.4746124188314428,0.6263183274150125,d
2,0.4987100690994215,0.7033557439145892,d
3,0.49805526776247633,0.7034293550188961,d
4,0.49805526776247633,0.7026987118631145,d
5,0.49805526776247633,0.7188157070906569,d
6,0.49805526776247633,0.7231180871488798,d
7,0.49072001141919463,0.6468945714534486,d
8,0.49484404383717584,0.7224650317320339,d
9,0.48481819322591735,0.6505051171140297,d
10,0.49448592843264094,0.6984398420973826,d
11,0.4907953751785229,0.7075612440906593,d
12,0.49138076011339493,0.6459896841746962,d
13,0.4907953751785229,0.7075711278700683,d
14,0.4982316292978378,0.6529506361829893,d
15,0.4982316292978378,0.6471832941080924,d
16,0.4625782917851602,0.6516326361050373,d
17,0.49636676062667817,0.6735397665834555,d
18,0.4931635677621089,0.698269106337069,d
19,0.4931635677621089,0.7297694794872895,d
20,0.46891974725577235,0.6435635078172597,d
21,0.4511473238961837,0.638001909803858,d
22,0.49179286682639534,0.7241729602277422,d
23,0.49179286682639534,0.6439101865729946,d
24,0.4473850961322501,0.6804576239528091,d
25,0.49805526776247633,0.6997612814692171,d
26,0.49805526776247633,0.7041565020132559,d
27,0.4957155741730179,0.7061408237182631,d
28,0.4957155741730179,0.7061408237182631,d
29,0.4957155741730179,0.7061408237182631,d
30,0.48791404360137736,0.7051098317452846,d
31,0.48791404360137736,0.7094151175630385,d
32,0.4991927503922181,0.7042327234994791,d
33,0.49913141599277444,0.7033541818384742,d
34,0.4977669777379661,0.7053199162567596,d
35,0.4933530383447956,0.6643596180889435,d
36,0.49291422042933697,0.7032935035265468,d
37,0.49250974034866835,0.7190966448707634,d
38,0.49250974034866835,0.7019048112738959,d
39,0.47348032147213315,0.6791618814312088,d
40,0.4985789690773249,0.6969167517780677,d
41,0.49083194506795735,0.6965731327882189,d
42,0.4936221237336409,0.657539659305672,d
43,0.49310155647095844,0.6783464539552744,d
44,0.4956070854830954,0.6613315665686301,d
45,0.47579339144186494,0.6759283142127748,d
46,0.498604725561941,0.6950699281370591,d
47,0.49679616826240613,0.7084662425016124,d
48,0.49679616826240613,0.7079165869806124,d
49,0.48989064014108785,0.6886024715034498,d
50,0.4844020493523301,0.6261715172589,d
51,0.4839502330006439,0.6854845331378556,d
52,0.4990682316477073,0.6665443810904679,d
53,0.46821352063856403,0.6318870499561424,d
54,0.47024712867195206,0.6474756089348648,d
55,0.49292188349239796,0.6806288538118681,d
56,0.49777359036977553,0.7000335641687742,d
57,0.49777359036977553,0.6829669566937607,d
58,0.4963691782700409,0.7038172852074094,d
59,0.49805526776247633,0.7098935451734808,d
60,0.4988577078596371,0.7113516924186647,d
61,0.4988577078596371,0.7317453554255635,d
62,0.49415031670537357,0.7258693389454574,d
63,0.49415031670537357,0.7291708651771212,d
64,0.4912510003585737,0.7258409332452826,d
65,0.49394450625879616,0.7110348147230683,d
66,0.49394450625879616,0.711591250624561,d
67,0.4987100690994215,0.701683570020416,d
68,0.49133482402848716,0.708929247831486,d
69,0.49869744239788383,0.7080181338618172,d
70,0.49869744239788383,0.7080181338618172,d
71,0.46926965516244645,0.6334723059228342,d
72,0.49639584149741633,0.666603814612982,d
73,0.49639584149741633,0.6672005702595438,d
74,0.49639584149741633,0.6727002775934376,d
75,0.49639584149741633,0.7101508431128272,d
76,0.49639584149741633,0.6911332981770923,d
77,0.4867389646447764,0.7231211485055342,d
78,0.4916192455953998,0.6410294788543699,d
79,0.46919275232875923,0.6670656313939165,d
80,0.4858904062492737,0.6343754476398054,d
81,0.4858904062492737,0.7226779884370255,d
82,0.4858904062492737,0.665055305504562,d
83,0.49973191489181146,0.7000798465363149,d
84,0.49973191489181146,0.7106178143149398,d
85,0.4936439289491992,0.6744496502261615,d
86,0.4936439289491992,0.7176517689163961,d
87,0.49007111076139087,0.6646040466273831,d
88,0.49007111076139087,0.6598848830447812,d
89,0.49007111076139087,0.7290375833209501,d
90,0.4896153082474254,0.6980611572173736,d
91,0.4907149541327319,0.6548645663393289,d
92,0.4553922513542037,0.6429116247258964,d
93,0.4542752983287286,0.6432809942011393,d
94,0.49156450688409237,0.6650699953840227,d
95,0.49169315160815064,0.6650699953840227,d
96,0.49399585956718006,0.7231842068858214,d
97,0.49484404383717584,0.7120844050422204,d
98,0.4986808079163543,0.6580593811175129,d
99,0.4534142968156426,0.6344287501212058,d
100,0.4534142968156426,0.6569910018803187,d
101,0.4734665106931021,0.6502737077938469,d
102,0.46313153411044106,0.6515576432164,d
103,0.49123251238314725,0.7104118153142447,d
104,0.4640537795069737,0.6305713732171372,d
105,0.4987100690994215,0.6586767196607449,d
106,0.37011205120171997,0.5632177165547907,d
107,0.4987100690994215,0.65380871512333,d
108,0.47584453489346745,0.657958684224501,d
109,0.4931489238358904,0.6644125199456187,d
110,0.4931489238358904,0.6781153592930078,d
111,0.4573939463524993,0.671271654968268,d
112,0.4949005575229076,0.7054970567063248,d
113,0.4911052724449946,0.7064808662852882,d
114,0.5033122216274843,0.7003791226647298,d
115,0.47378478603771135,0.6876190107541688,d
